Содержание действующего фонда;млн руб,;0;0,4166666666666667;20,916666666666668;39,583333333333336;50,833333333333336;62,5;71;74,41666666666667;76,16666666666667;77,75;79,83333333333333;80;80;80;82,75;85,25;87;87,08333333333333;89,08333333333333;91,91666666666667;93,41666666666667;94;96,41666666666667;98,66666666666667;100;100,33333333333333;103;103;103;103;103;103;77,25
Операции по смене ЭЦН;млн руб,;0;9;50,39999999999998;27,000000000000007;12,600000000000001;18,000000000000004;12,600000000000001;3,6;1,8;1,8;0;14,400000000000002;1,8;12,600000000000001;10,8;16,200000000000003;7,2;5,4;3,6;7,2;3,6;10,8;5,4;7,2;0;3,6;3,6;7,2;0;1,8;1,8;0;5,4
Остановки и запуски;млн руб,;0;5;28;15;8;10;7;3;1;1;2;0;0;0;3;4;0;1;2;2;2;0;3;3;0;3;0;0;0;0;0;0;0
Переводы под закачку;млн руб,;0;0;0;0;10;0;0;5;0;5;50;0;0;25;10;5;0;5;5;10;5;0;0;0;0;0;0;0;0;5;0;0;0
Налог на имущество;млн руб,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Полный OPEX;млн руб,;0;14,587304867908783;109,49675617565403;92,81273228108907;89,99642064562968;99,95660330214571;100,46752917702057;96,94370023570994;92,24792067574879;99,46904157787021;155,8593563578467;134,4109600488982;127,8859568249322;167,1973833876486;163,57667590242335;174,19663982228843;160,5024566534991;165,7127771899429;168,40081619138527;182,61969343497643;176,96660874760724;179,24648582013347;182,69902364278315;189,42288919244078;181,4745352598652;190,01246711082942;191,72980445971288;196,4030919275163;190,40833729577935;198,53831848703464;194,56357548271666;193,9653416976206;151,24243898587596
CAPEX новых ЭЦН;млн руб,;0;2,75;16,500000000000007;8,249999999999998;3,8499999999999996;5,499999999999999;3,8499999999999996;1,1;0,55;0,55;0;5,300000000000001;0,75;4,949999999999999;4,1;5,6499999999999995;2,6999999999999997;1,9500000000000002;1,3;2,6999999999999997;1,1;4;1,85;2,7;0;1,2000000000000002;1,4;3,05397;0;0,65;0,90397;0;2,40397
Амортизация;млн руб,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Остаточная стоимость на начало;млн руб,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Остаточная стоимость на конец;млн руб,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Отчисления;млн руб,;0;23,88920093585249;1421,0826420240455;1556,2457819040671;1129,5759728545033;1125,1074044331647;1144,5559696112882;1195,8347698304713;1409,4658075968525;1444,451621235827;2317,3907049329614;4057,6347737453843;4703,1467178537605;4920,9035755825125;5514,732438535802;5958,196408211628;5831,492087831726;5414,365224893156;4932,383329886195;4718,889421214917;4410,757520497215;4103,5982978162;3954,396876607754;3851,9684497916005;3481,82871028047;3149,1528225198226;2998,6335014904016;2773,406298941079;2598,928781489795;2452,445203920419;2327,490017414956;2213,020521657275;1583,853008784871
ДиР, включаемые в EBITDA;млн руб,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДиР, не включаемые в EBITDA;млн руб,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Прибыль до налогообложения;млн руб,;0;-4,349075895400578;499,53866183465107;574,1497456777963;394,1075677205861;382,2322843120676;390,0564577992461;415,55691540592056;511,80885400861666;519,5816532374843;837,3080886134226;1604,575371556266;1887,7483508266796;1941,7612918619998;2199,880083470064;2379,3161065541244;2338,7084381315253;2154,7294620499806;1945,4777537598402;1839,7614870857024;1713,3580428940559;1579,4384989582368;1512,0424949033977;1461,4207321468175;1310,737769146051;1159,6244568262373;1093,3988390361737;992,1996076186601;923,4182833427035;852,5096260502874;802,9321462665503;754,4720247269252;527,5517076362114
Налог на прибыль;млн руб,;0;0;124,88466545866277;143,53743641944908;98,52689193014652;95,5580710780169;97,51411444981153;103,88922885148014;127,95221350215417;129,89541330937107;209,32702215335567;401,14384288906655;471,9370877066699;485,44032296549994;549,970020867516;594,8290266385311;584,6771095328813;538,6823655124952;486,36943843996005;459,9403717714256;428,33951072351397;394,8596247395592;378,0106237258494;365,3551830367043;327,68444228651276;289,9061142065593;273,34970975904344;248,04990190466503;230,85457083567587;213,12740651257184;200,73303656663757;188,6180061817313;131,88792690905285
EBITDA;млн руб,;0;-4,349075895400578;499,53866183465107;574,1497456777963;394,1075677205861;382,2322843120676;390,0564577992461;415,55691540592056;511,80885400861666;519,5816532374843;837,3080886134226;1604,575371556266;1887,7483508266796;1941,7612918619998;2199,880083470064;2379,3161065541244;2338,7084381315253;2154,7294620499806;1945,4777537598402;1839,7614870857024;1713,3580428940559;1579,4384989582368;1512,0424949033977;1461,4207321468175;1310,737769146051;1159,6244568262373;1093,3988390361737;992,1996076186601;923,4182833427035;852,5096260502874;802,9321462665503;754,4720247269252;527,5517076362114
FCF;млн руб,;0;-7,099075895400578;358,1539963759883;422,36230925834724;291,73067579043953;281,1742132340507;288,69234334943457;310,5676865544404;383,3066405064625;389,1362399281132;627,9810664600669;1198,1315286671995;1415,0612631200097;1451,3709688964998;1645,8100626025482;1778,8370799155932;1751,331328598644;1614,0970965374854;1457,8083153198802;1377,1211153142767;1283,918532170542;1180,5788742186776;1132,1818711775484;1093,365549110113;983,0533268595383;868,5183426196779;818,6491292771303;741,095735713995;692,5637125070276;638,7322195377155;601,2951396999127;565,8540185451939;393,25981072715854
ЧДД;млн руб,;0;-5,333640792938073;244,6239986175727;262,2537638750129;164,67436108067372;144,28683015818484;134,6771087825535;131,71101621119047;147,78130304104442;136,38987816193102;200,09412071279286;347,0560260943538;372,6298573373377;347,4466706390413;358,1762215989228;351,93343310318346;314,9923334918474;263,91777325382475;216,69391695291148;186,09116255360806;157,72422207377045;131,84487380354852;114,94544151013875;100,9132647275316;82,4835346034406;66,24856807204334;56,767872684761116;46,71823691857714;39,68982443266375;33,277108589591336;28,47880542415345;24,363843112304515;15,393177258564698
Притоки дисконтированные;млн руб,;0;25,64044320688256;1386,5979509830956;1380,4374141501462;910,8802695592861;824,7971406662245;762,7768669811044;724,5009683601587;776,3001197133451;723,2449733416628;1054,84585038167;1679,0746570499596;1769,2650348542184;1682,8931310096302;1714,5235067320643;1683,9962794637188;1498,3501575465252;1264,7028278906625;1047,3819328001277;910,9517452131631;774,0625740041099;654,6889974681756;573,532153723221;507,8875328858196;417,3491640219421;343,15726465948705;297,0504155707214;249,76270425646536;212,77264085706764;182,5273853078792;157,47944004836046;136,12214717395554;88,56569572254331
Оттоки дисконтированные;млн руб,;0;30,97408399982063;1141,9739523655228;1118,183650275133;746,2059084786124;680,5103105080397;628,0997581985508;592,7899521489683;628,5188166723007;586,8550951797317;854,7517296688771;1332,0186309556059;1396,6351775168807;1335,4464603705892;1356,3472851331414;1332,062846360535;1183,3578240546778;1000,7850546368377;830,6880158472162;724,860582659555;616,3383519303395;522,8441236646271;458,58671221308236;406,97426815828806;334,86562941850156;276,90869658744367;240,28254288596028;203,04446733788822;173,08281642440392;149,25027671828786;129,000634624207;111,75830406165103;73,1725184639786
ИДДз;д, ед.;0;0,827803114598354;1,204007637513195;1,2189067196024295;1,219342915272545;1,2180038919052527;1,2174859190294596;1,2180503443732207;1,2199781446731428;1,2211634633173256;1,2227406474478517;1,228778538224417;1,2342326701794553;1,2373611443464962;1,2402761955844954;1,242592130090211;1,2444602826447981;1,2456684953663169;1,2464207538370273;1,246847611933392;1,2471557450365058;1,247296351799678;1,2473769127684797;1,2473890746172551;1,247371002470334;1,247259129498077;1,2471292445792472;1,246960964628463;1,2468136280826327;1,246643161565717;1,2464842866260217;1,2463336133423781;1,2462094612477288
Коэффициент дисконтирования;доля;1;0,7513148009015775;0,6830134553650705;0,6209213230591549;0,5644739300537772;0,5131581182307065;0,4665073802097331;0,42409761837248455;0,3855432894295314;0,3504938994813922;0,3186308177103565;0,2896643797366877;0,26333125430607973;0,23939204936916333;0,2176291357901485;0,19784466890013497;0,17985878990921358;0,16350799082655781;0,14864362802414344;0,13513057093103947;0,12284597357367225;0,11167815779424749;0,10152559799477044;0,09229599817706402;0,08390545288824001;0,07627768444385455;0,06934334949441322;0,06303940863128475;0,05730855330116795;0,05209868481924358;0,04736244074476689;0,043056764313424443;0,03914251301220403
Количество остановок или запусков;шт,;0;5;28;15;8;10;7;3;1;1;2;0;0;0;3;4;0;1;2;2;2;0;3;3;0;3;0;0;0;0;0;0;0
Количество установленных новых насосов;шт,;0;5;28;15;7;10;7;2;1;1;0;8;1;7;6;9;4;3;2;4;2;6;3;4;0;2;2;4;0;1;1;0;3
Количество переводов под закачку;шт,;0;0;0;0;2;0;0;1;0;1;10;0;0;5;2;1;0;1;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0
Накопленный ЧДД;млн руб,;0;-5,333640792938073;239,29035782463464;501,5441216996476;666,2184827803213;810,5053129385062;945,1824217210597;1076,8934379322502;1224,6747409732945;1361,0646191352255;1561,1587398480183;1908,2147659423722;2280,84462327971;2628,2912939187513;2986,467515517674;3338,400948620858;3653,3932821127055;3917,31105536653;4134,004972319442;4320,09613487305;4477,8203569468205;4609,665230750369;4724,610672260508;4825,52393698804;4908,007471591481;4974,2560396635245;5031,023912348285;5077,742149266863;5117,431973699527;5150,709082289118;5179,187887713271;5203,551730825576;5218,9449080841405
ЭЦН 15 м3/сут — установлено новых;шт,;0;5;20;15;7;10;7;2;1;1;0;0;0;0;0;4;0;0;0;0;2;0;2;1;0;1;0;0;0;0;0;0;0
ЭЦН 20 м3/сут — установлено новых;шт,;0;0;5;0;0;0;0;0;0;0;0;7;0;3;4;3;3;3;2;3;0;5;0;1;0;1;1;1;0;1;0;0;0
ЭЦН 30 м3/сут — установлено новых;шт,;0;0;3;0;0;0;0;0;0;0;0;1;1;4;2;2;1;0;0;1;0;1;1;2;0;0;1;2;0;0;0;0;2
ЭЦН 50 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
ЭЦН 80 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 100 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 125 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 160 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 210 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 250 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 320 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ЭЦН 400 м3/сут — установлено новых;шт,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
