start	end	text
856560	858840	Вот. Картинки чисто для примера.
858900	864700	Это не из какого-то конкретного эксперимента.
866340	868740	И такой завершаем модный блок.
869540	872280	Классификация задач, которая решает глубокое обучение.
872400	876060	Это обучение с учителем, когда у нас на вход есть х, и ожидаемый отхлепь у.
876400	880380	Это различные задачи классификации, регрессии, ранжирования, сегментации.
880960	884720	И это достаточно большой класс задач.
884720	887220	И второй класс задач — это обучение без учителя,
888200	891240	когда у нас нет какого-то размеченного датасета.
892800	897020	Но при этом обучение тоже можно таким образом построить,
897100	900640	например, с помощью восстановления замаскированных последовательностей.
902020	905940	И обычно это используют для устранения шумов,
906160	907800	для обучения представления,
908360	911420	которое потом уже можно использовать для других задач.
911420	918420	Далее переходим к разделу уже про архитектуры.
921800	925800	Рекуррентная сеть RNN — это сеть,
926020	929360	которая предназначена для последовательной обработки информации.
930020	932420	Допустим, есть у нас некая последовательность сигналов,
934000	939840	слов в тексте, с датчиков, с кироскопа, давления на скважине.
939840	942780	Как такую информацию обрабатывать?
943340	944320	Ну, собственно, последовательно.
945720	947140	Ответ довольно банальный.
948360	951100	Применяя одну и ту же функцию каждому элементу,
951180	952840	передавая шаг через скрытое состояние.
955400	956980	Как конкретно это работает?
957140	958700	Вот у нас схема.
958700	969180	Одна и та же функция А применяется к входу к очередному элементу последовательности XN,
969340	970540	и получаем HN.
970680	977000	И при этом мы еще передаем сам результат этой сети в следующий шаг.
977000	982960	Но вот в такой самой простой схеме есть проблема,
983100	984720	что когда у нас длинная последовательность,
984820	988320	у нас вся эта информация довольно плохо передается от, скажем, там,
988420	990220	X0 к какому-нибудь X100.
991500	992820	Она просто затухнет.
994900	999000	Таким образом, нам нужен некий механизм памяти,
999760	1002840	когда у нас сеть будет запоминать хоть немножко,
1003320	1004640	что было на предыдущем шаге.
1004640	1010820	Для этого применяется, например, архитектура LST,
1011400	1012940	долгая и кредкосрочная память.
1014020	1017820	Механизм памяти вот тут управляет забыванием и обновлением.
1018080	1020480	У нее есть три гейта, так называемых.
1020680	1022640	Это input, что...
1023320	1024240	И запомнить.
1024920	1026580	Gate, что забыть.
1026760	1028500	И output, что, собственно, отдать наружу.
1028700	1030800	Плюс отдельное ячейко состояние.
1031360	1032940	Вот это вот CT.
1032940	1034660	Gate.
1034660	1039440	Gate – это обычные линейные слои с сегмоидами и гиперболическими тангенсами
1039440	1040600	в качестве функции активации.
1041500	1043860	Обучаются градиентным спускам вместе со всей сетью.
1045220	1049720	Но тут тоже у них есть некоторые ограничения у таких сетей.
1049720	1054580	Другой вариант – это GRU.
1055080	1056780	Такая более легкая альтернатива LST.
1057060	1063160	Когда у нас вместо двух кейтов между различными элементами последовательности
1063160	1068060	один, точнее, тут еще выходной.
1068220	1069700	В смысле трех, два.
1070340	1072200	И нет отдельной у нас вот этой ячейкой памяти.
1072320	1078360	Просто некое состояние, вот это reset, сброс и обновление.
1078360	1082780	На практике часто оказывается, что не хуже ничем, чем LST,
1082780	1090780	но она меньше по параметрам, компактнее модель получается и дешевле по вычислениям.
1090780	1100460	Но у них есть существенные проблемы.
1101280	1107000	Несмотря на то, что в LST, в GRU есть механизмы для того,
1107080	1111120	чтобы запоминать элементы последовательности на действительно длинных последовательностях,
1111780	1114340	они справляются уже с трудом.
1114340	1119760	поэтому тут нужно что-то более совершенное.
1121760	1125900	И еще одна проблема является распараллеливание.
1126520	1130020	Поскольку данные обрабатываются шаг за шагом,
1131760	1136040	это делает RNN довольно трудным в распараллеливании,
1136180	1140480	что ограничивает применение GPU для современных задач.
1140480	1146360	При том, что получается, чтобы, например, вычислить градиент,
1146860	1151060	у нас получается вложенная такая функция на каком-то там сотом шаге,
1151100	1152220	сто раз друг к другу вложено.
1152360	1156880	Это все нужно развернуть по всей сети, посчитать градиент для того,
1156980	1159580	чтобы сделать один шаг.
1160240	1162680	И отсюда у нас вытекает проблема с временем обучения.
1162860	1165480	То есть из-за того, что данные обрабатывают последовательно,
1165480	1169240	следовательно, не так хорошо эти сети распараллеливаются,
1169360	1171040	как, допустим, перцептроны,
1171920	1173440	где-то перемножать матрицы,
1173660	1175160	GPU с этим прекрасно справляется,
1176280	1177980	требуется значительно больше времени,
1178440	1183140	особенно на каких-то больших, значительных наборах данных.
1183140	1191440	И здесь возникает механизм внимания.
1193520	1195520	То есть вместо жесткой какой-то рекуррентности
1195520	1198480	мы получаем прямой доступ к любому элементу последовательности.
1199320	1205420	И тут некая такая идея, сравнимая с идеей базы данных.
1205580	1209820	У нас есть запрос, ключ, с чем мы сравниваем запрос,
1209820	1213740	и value – это значение, которое возвращает эти совпадения хорошие.
1215000	1218120	Отправляем запрос, получаем ответ в виде взвешенной суммы.
1219340	1220900	Значение интерес пропорционально тому,
1221000	1223220	насколько запрос похож на каждый ключ.
1224560	1228240	Это достаточно простая функция.
1229720	1232980	У нас кьюри и кейс сначала перемножаются,
1233780	1236820	после чего используется масштабирование,
1236820	1242940	которое на самом деле призвано просто улучшить сходимость сети,
1243700	1247400	чтобы не было взрывов или затуханий градиентов.
1249000	1251800	После чего вычисляется функция активации softmax.
1252500	1254700	Это, в общем-то, простая, на самом деле,
1255380	1257180	все внимание – это просто функция,
1257280	1259220	в которой нет каких-то обучающих параметров.
1259980	1263280	Там сразу на вход подается и запрос, и ключ, и значение.
1263280	1266220	И просто это такая специальная функция,
1266440	1268120	которая нам возвращает взвешенную сумму.
1269780	1272120	И затем это, собственно, перемножается на в.
1273780	1276560	Используется семейство таких seconds to seconds,
1277360	1278880	RNN с attention,
1279540	1284700	и как основа для архитектуры трансформера.
1288160	1291280	Вот тут пример с рекуррентной сетью.
1291280	1297280	Когда мы...
1299280	1301680	Классический секунст to seconds.
1302180	1304520	Мы работаем с машинным переводом тут.
1305080	1306740	Нам нужно перевести вот некую фразу.
1307680	1310100	Здесь применяется архитектура энкодер-декодер,
1310580	1313960	когда энкодер последовательно строит представление для каждого слова,
1314120	1316300	а декодер генерирует каждое слово перевода,
1316900	1319180	взвешенно подсматривающего состояния энкодера
1319180	1320440	с помощью функции внимания,
1321440	1323300	и таким образом генерируя ответ.
1324980	1329560	И справа тут такие классические варианты attention.
1331180	1333180	Вот product, который мы уже рассматривали,
1334180	1334860	билинейный,
1335360	1337720	и это может быть даже какая-то обучающая функция
1337720	1339920	в качестве email.
1342320	1344540	И выбор конкретной реализации,
1344620	1347500	это уже зависит от архитектуры.
1350040	1353160	Далее появилась уже в 2017 году
1353160	1355840	статья буквально, которая называется
1355840	1357720	«Внимание – это все, что вам нужно»,
1358860	1362280	когда вся архитектура сразу строится вокруг внимания.
1362280	1365200	И это архитектура трансформера.
1367300	1369780	В энкодере используется self-attention,
1369940	1371340	когда токены смотрят друг на друга,
1371760	1374340	и там буквально в качестве всех трех
1374340	1377000	этих входов функции
1377000	1378680	кьюри-кьюри-вэлю применяется
1378680	1380800	одна и та же информация.
1382000	1382720	И мы получаем,
1382900	1386440	насколько токены соотносятся друг с дружкой
1386440	1389220	в одной этой большой последовательности.
1390660	1392800	В декодере используется
1392800	1395740	еще дополнительное маскирование
1395740	1396500	внутри внимания,
1397180	1398520	для того, чтобы токены смотрели
1398520	1400060	только на предыдущие токены,
1400740	1404040	когда мы генерируем, допустим, перевод.
1404040	1409840	И плюс есть некий такой cross-attention
1409840	1411780	в декодере-энкодере,
1412620	1413480	именно в декодере,
1413560	1415500	который запрос соотносит
1415500	1417160	состояние декодера
1417160	1418860	и ключи значения из энкодера.
1420580	1422360	И плюс тут применяются
1422360	1423260	такие всякие хитрости,
1423380	1425560	вроде feedforward network
1425560	1426500	и residual connection,
1426820	1427760	достаточные связи,
1428700	1430580	которые просто прибавляют вход
1430580	1432500	обратно к выходу слоя,
1432500	1436760	и получается, что у нас очередной слой
1436760	1439260	не полностью изменяет данные,
1439340	1440580	не полностью их трансформирует,
1441180	1442740	а именно добавляет превращение,
1443720	1444340	что, в общем-то,
1445320	1446480	достаточно хорошо соотносится
1446480	1447660	с идеей градиентного спуска
1447660	1449720	и таким образом улучшается сходимость
1449720	1453220	на больших глубоких сетях
1453220	1454400	с большим количеством слоев.
1454400	1461180	и после внимания
1461180	1463060	только на этот момент
1463060	1464620	подумать.
1468380	1469660	Дальше, как, собственно,
1470380	1472540	помимо самого attention,
1472660	1473200	существует
1473200	1476020	и применяется в трансформерах
1476020	1477400	multi-head attention.
1477400	1480180	здесь сначала
1480180	1481900	входные данные
1481900	1482620	проецируются
1482620	1485180	в пространстве
1485180	1486100	меньшей размерности
1486100	1486920	с помощью
1486920	1487740	линейного
1487740	1489280	уже обучающегося слоя,
1490020	1491100	и как раз вот эти вот
1491100	1492000	проекции являются
1492000	1492660	обучаемыми,
1493740	1495100	то, как именно нужно
1495100	1495740	проецировать,
1496740	1498080	и для каждой
1498080	1499600	такой головы,
1499740	1500440	так называемой,
1500520	1501340	куда данные у нас
1501340	1502040	проецировались,
1502500	1503380	вычисляется функция
1503380	1503820	внимания,
1503820	1504540	после чего
1504540	1505620	данные
1505620	1506880	конкатинируются,
1507440	1508400	и снова
1508400	1508800	проходят
1508800	1509380	линейный слой.
1510980	1512520	Также важным моментом
1512520	1512980	является
1512980	1515900	использование
1515900	1517620	позиционного
1517620	1518340	кодирования
1518340	1519400	в сетях
1519400	1520720	такого рода,
1520800	1522740	поскольку
1522740	1523940	данные
1523940	1524380	теперь мы
1524380	1524940	обрабатываем
1524940	1525860	снова параллельно,
1526000	1526640	как изначально
1526640	1527160	было у нас
1527160	1527800	в перцептроне,
1529260	1530000	соответственно,
1530060	1530520	нам нужно
1530520	1531420	добавить
1531420	1532080	информацию
1532080	1532480	о том,
1533420	1534320	в каком порядке
1534320	1534740	у нас идут
1534740	1535600	элементы последовательных.
1535620	1536940	для этого
1536940	1537560	существует
1537560	1538260	множество
1538260	1539160	различных функций
1539160	1540080	позиционного
1540080	1540700	кодирования,
1541880	1542180	поскольку
1542180	1542840	само внимание
1542840	1543600	эту позицию
1543600	1544800	не учитывает
1544800	1545220	и не может
1545220	1545700	учитывать,
1545880	1546000	там
1546000	1549220	все со всеми
1549220	1550260	взаимодействуют.
1553480	1554240	И
1554240	1555440	здесь у нас
1555440	1556580	полная схема,
1556660	1557320	такая сводная,
1557720	1558360	все архитектуры
1558360	1558840	целиком,
1559020	1559440	чтобы увидеть,
1559540	1560080	как все собирается
1560080	1560420	вместе.
1560740	1561360	Одные
1561360	1561900	эмбеддинги,
1562860	1563180	к ней
1563180	1563480	добавляют
1563480	1564140	позиционное
1564140	1564720	кодирование,
1564820	1565080	несколько
1565080	1565560	слоев
1565560	1566180	энкодера
1566180	1567020	с
1567020	1567640	multi-head
1567640	1567960	attention,
1568460	1569160	с residual
1569160	1569560	connection,
1569860	1570520	с сетью
1570520	1570820	прямого
1570820	1571480	распространения,
1571560	1571900	где у нас
1571900	1572840	еще дополнительные
1572840	1573460	есть веса.
1575460	1577320	Это, по сути,
1577460	1577640	тоже
1577640	1578560	двуслойный
1578560	1578800	такой
1578800	1579320	перцептрон.
1580080	1580820	И
1580820	1581480	декодер,
1582880	1583280	в который
1583280	1584020	поступает
1584020	1585260	предыдущий
1585260	1585520	выход
1585520	1585960	модели,
1587240	1587440	через
1587440	1587720	него
1587720	1588720	вычисляется
1588720	1591080	уже маскированный
1591080	1592260	multi-head attention
1592260	1592820	через
1592820	1595620	на этой информации,
1596660	1598060	после чего
1598060	1598580	вычисляется
1598580	1599460	некий
1599460	1599980	cross-attention
1599980	1600300	между
1600300	1600780	декодером
1600780	1600900	и
1600900	1601280	энкодером,
1601620	1601920	и снова
1601920	1602120	сеть
1602120	1602420	прямого
1602420	1602940	распространения.
1603080	1603400	Причем у нас
1603400	1604080	подряд таких
1604080	1604720	N-блоков
1604720	1605040	стоит
1605040	1606220	внутри
1606220	1606480	сети.
1610700	1611260	От
1611260	1611900	оригинального
1611900	1612460	трансформера
1612460	1613140	2017 года,
1613200	1613400	в общем-то,
1613440	1613640	прошло
1613640	1614180	достаточно много
1614180	1614480	времени,
1614480	1616140	и
1616140	1617980	современные
1617980	1618700	языковые
1618700	1619020	модели,
1619160	1619440	таких как
1619440	1619820	GPT,
1619960	1620180	Lama,
1620280	1620580	Mistral,
1620660	1620860	DFC,
1621060	1621640	QN,
1622220	1623160	все что угодно,
1623600	1624000	фундамент
1624000	1624660	остается тем же
1624660	1625000	самым,
1625440	1626120	все еще применяет
1626120	1626700	self-attention,
1626820	1627520	multi-head attention,
1627700	1628180	традиционное
1628180	1628740	кодирование,
1629340	1630200	это все остается,
1630860	1631120	имеются
1631120	1631900	некоторые только
1631900	1632820	детали уже
1632820	1633480	инженерной
1633480	1634120	реализации.
1635060	1635780	Появились
1635780	1637580	оптимизированные
1637580	1637940	функции
1637940	1638800	внимания сначала,
1639000	1639140	это
1639140	1640140	flash attention,
1640340	1640560	который
1640560	1641440	быстрее
1641440	1641980	экономнее
1641980	1642540	по памяти,
1642540	1643940	multi-
1643940	1644200	или
1644200	1644480	групп
1644480	1645060	QN,
1645060	1646000	которые
1646000	1648120	требуют
1648120	1648440	меньше
1648440	1650160	кива и кэша,
1651900	1652620	sparse linear
1652620	1653060	attention
1653060	1653360	для
1653360	1654120	длинных
1654120	1655080	последовательностей,
1655240	1657400	разреженное
1657400	1657980	внимание,
1658880	1658980	а не
1658980	1659820	полное.
1661720	1662580	Современный
1662580	1663040	уже такой
1663040	1663400	тренд,
1663700	1663920	это
1663920	1665700	mixture of
1665700	1665980	factor,
1666440	1667160	смесь экспертов,
1667300	1667860	когда вместо
1667860	1668800	одного большого
1668800	1669800	фидфорвард
1669800	1671020	слоя,
1671020	1673780	двуслойного
1673780	1674420	перцептрона,
1675140	1675480	у нас
1675480	1675960	несколько
1675960	1676480	поменьше,
1676580	1677040	набор
1677040	1677640	экспертов,
1678420	1679260	из которых
1679260	1679780	на каждый
1679780	1680060	токен
1680060	1680560	активируется
1680560	1681180	только часть,
1681860	1682560	и в частности
1682560	1683480	используют
1683480	1683960	mix trial,
1684960	1685260	dpc
1685260	1685680	kmoe,
1685880	1686300	в kwenye
1686300	1686980	это тоже
1686980	1687640	применяется,
1689220	1689980	и
1689980	1691300	вывод
1691300	1691800	можно сделать,
1691940	1692300	что детали
1692300	1693420	конкретных
1693420	1694000	продуктов
1694000	1694420	архитектуры
1694420	1695240	эволюционируют,
1695420	1695620	но
1695620	1696500	именно
1696500	1697000	базов
1697000	1697400	в виде
1697400	1698880	self-attention
1698880	1700000	и позиционного
1700000	1701800	кодирования
1701800	1702360	остается
1702360	1703600	прежней.
1706120	1706980	Теперь
1706980	1707340	поговорим
1707340	1707560	немножко
1707560	1707800	про
1707800	1708720	интерпретируемость.
1709140	1709680	Это тоже
1709680	1710040	важная
1710040	1710320	такая
1710320	1711640	задача
1711640	1712580	в треках,
1713380	1713580	чтобы
1713580	1714400	можно было
1714400	1714820	объяснить
1714820	1715380	результаты
1715380	1715700	модели.
1716700	1717440	Один из
1717440	1717640	таких
1717640	1718440	практических
1718440	1719600	много
1719600	1720040	счастливых
1720040	1720440	побочных
1720440	1721100	эффектов
1721100	1722020	внимания
1722020	1722640	является то,
1722720	1723600	что веса
1723600	1724800	внимания
1724800	1725740	можно посмотреть
1725740	1727120	и оценить,
1727260	1727540	на что
1727540	1728180	модель
1728180	1728720	конкретно
1728720	1729180	обращает
1729180	1729380	свое
1729380	1729760	внимание
1729760	1730100	и как
1730100	1730260	она
1730260	1730680	принимает
1730680	1731120	решение.
1731580	1731960	В отличие
1731960	1732100	от,
1732300	1732420	например,
1733060	1733760	RNN
1733760	1734100	или
1734100	1735120	MLP,
1735520	1735620	здесь
1735620	1735880	скрытые
1735880	1736260	представления
1736260	1736540	гораздо
1736540	1736980	труднее
1736980	1737700	интерпретировать
1737700	1738320	напрямую.
1740100	1740700	Зачем
1740700	1740900	вообще
1740900	1741060	нам
1741060	1741780	интерпретируемость?
1741880	1742080	Тут
1742080	1742940	несколько
1742940	1743380	причин.
1743520	1743640	Это
1743640	1744020	может быть
1744020	1744460	отладка
1744460	1744860	модели,
1745080	1745500	чтобы понять,
1745560	1746080	почему она
1746080	1746680	ошибается.
1747340	1747640	Это
1747640	1748480	доверие
1748480	1749280	к предсказаниям,
1749360	1749840	особенно важно,
1749920	1750440	если решение
1750440	1750800	модели
1750800	1751200	влияет
1751200	1752200	на реальные
1752200	1752740	действия,
1752740	1755560	вашей
1755560	1755960	задачи.
1756700	1756980	Поиск
1756980	1757440	скрытых
1757440	1757820	ошибок
1757820	1758140	или
1758140	1758740	утечек
1758740	1759180	данных,
1759380	1759880	когда модель
1759880	1760480	подсматривает
1760480	1760880	не туда,
1761300	1761840	куда нужно,
1762560	1762800	и,
1763000	1763260	наконец,
1763680	1763940	это
1763940	1764300	некая
1764300	1765140	объяснимость
1765140	1766360	вообще
1766360	1766640	того,
1767940	1768400	как
1768400	1769020	работает
1769020	1770560	модель.
1772300	1773080	Конкретный
1773080	1773320	такой
1773320	1773660	пример
1773660	1775840	с
1775840	1776660	энкодера
1776660	1777280	трансформера
1777280	1778360	с 5 и 6
1778360	1779660	слоя,
1779720	1779980	в общем-то,
1779980	1780540	из оригинальной
1780540	1781540	статьи,
1781680	1781920	взята
1781920	1782480	картинка,
1783020	1783120	как,
1783220	1783500	например,
1784080	1784320	сеть
1784320	1785220	связывает
1785220	1786580	глагол
1786580	1786860	making
1786860	1787420	с другими
1787420	1788040	словами
1788040	1788700	предложений,
1788820	1789500	какие головы
1789500	1789940	обращают
1789940	1790380	внимание
1790380	1790780	на
1790780	1793860	какие слова.
1794920	1794920	
1794920	1796960	изначально
1796960	1797500	идея голов
1797500	1798060	заключается в том,
